key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
return,4.155,88876,001,2022-04-25_20h07.35.605,SPAMnetsValid,2021.1.4,MacIntel,60.0024001
