key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate
return,15.692,9,29.829,9,29.829,0,0,0,53,1,192,microwave,microwave,CHECK,90480,001,2022-04-27_14h53.05.201,SPAMnetsValid,2021.1.4,MacIntel,58.82352941
,,9,1.394,9,1.394,0,1,1,10,1,191,cake,cake,CHECK,90480,001,2022-04-27_14h53.05.201,SPAMnetsValid,2021.1.4,MacIntel,58.82352941
