key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,trials_5.order,repOne,repTwo,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_99.order,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_22.order,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate
return,0.6354,1,0,2,1,1,1,0,1,1,0,1,0,1,0,1,0,97,45,1,96,10,flower,onion,,89096,001,2022-04-26_17h33.02.754,SPAMnetsValid,2021.1.4,MacIntel,59.97720866
